time_step,time,target_vel,intensity,current_joint,min_distance
24,1725343118.4557402,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007509500137530267, -1.0471700429916382, -4.299280044506304e-05, -2.094360113143921, 0.0005721789784729481, 2.618340015411377, 0.7858380079269409]",0.3874876797199249
25,1725343118.479286,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007457389729097486, -1.0471700429916382, -4.227980025461875e-05, -2.094369888305664, 0.0005721789784729481, 2.618340015411377, 0.7858330011367798]",0.3874851167201996
26,1725343118.502721,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007510290015488863, -1.0471700429916382, -3.774090146180242e-05, -2.094360113143921, 0.0005727899842895567, 2.618340015411377, 0.7858369946479797]",0.3874877989292145
27,1725343118.5262563,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007474090089090168, -1.0471700429916382, -3.654689862742089e-05, -2.094369888305664, 0.0005727899842895567, 2.618340015411377, 0.7858380079269409]",0.38748523592948914
28,1725343118.5497515,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000754105974920094, -1.0471700429916382, -4.298850035411306e-05, -2.094360113143921, 0.0005735019803978503, 2.618340015411377, 0.7858350276947021]",0.3874876797199249
29,1725343118.5732234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000754225009586662, -1.0471700429916382, -4.299289867049083e-05, -2.094369888305664, 0.0005721789784729481, 2.618340015411377, 0.7858369946479797]",0.3874850571155548
30,1725343118.596746,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007525539840571582, -1.0471700429916382, -3.798140096478164e-05, -2.094369888305664, 0.0005721920169889927, 2.618340015411377, 0.7858369946479797]",0.387485146522522
31,1725343118.6202245,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007575650233775377, -1.0471700429916382, -3.549610119080171e-05, -2.094369888305664, 0.0005729079712182283, 2.618340015411377, 0.7858330011367798]",0.3874852955341339
32,1725343118.643801,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007566179847344756, -1.0471700429916382, -4.41427000623662e-05, -2.094369888305664, 0.0005721789784729481, 2.6183300018310547, 0.785834014415741]",0.3874850273132324
33,1725343118.6672156,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007574110059067607, -1.0471700429916382, -4.299240026739426e-05, -2.094369888305664, 0.0005727899842895567, 2.618340015411377, 0.7858380079269409]",0.38748499751091003
34,1725343118.6905732,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007607609732076526, -1.0471700429916382, -4.290520155336708e-05, -2.094360113143921, 0.0005735019803978503, 2.618340015411377, 0.7858330011367798]",0.38748764991760254
35,1725343118.7139294,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000755749992094934, -1.0471800565719604, -3.9546299376524985e-05, -2.094360113143921, 0.0005727899842895567, 2.618340015411377, 0.785834014415741]",0.38748785853385925
36,1725343118.737228,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000755749992094934, -1.0471700429916382, -4.131360037717968e-05, -2.094369888305664, 0.0005727899842895567, 2.618340015411377, 0.7858350276947021]",0.3874851167201996
37,1725343118.7607052,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007574200280942023, -1.0471700429916382, -4.132240064791404e-05, -2.094369888305664, 0.0005735019803978503, 2.618340015411377, 0.7858350276947021]",0.3874850869178772
38,1725343118.7840416,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007578840013593435, -1.0471700429916382, -4.217750029056333e-05, -2.094369888305664, 0.0005727899842895567, 2.6183300018310547, 0.7858380079269409]",0.38748499751091003
39,1725343118.807585,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007589460001327097, -1.0471700429916382, -4.448159961611964e-05, -2.094369888305664, 0.0005727899842895567, 2.618340015411377, 0.7858369946479797]",0.38748499751091003
40,1725343118.8310425,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007589460001327097, -1.0471700429916382, -4.299289867049083e-05, -2.094369888305664, 0.0005735019803978503, 2.618340015411377, 0.7858350276947021]",0.3874850273132324
41,1725343118.8545485,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007608529995195568, -1.0471700429916382, -3.941199975088239e-05, -2.094360113143921, 0.0005735019803978503, 2.618340015411377, 0.7858369946479797]",0.3874877095222473
42,1725343118.8779984,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007591819739900529, -1.0471700429916382, -3.9880000258563086e-05, -2.094369888305664, 0.0005727899842895567, 2.618340015411377, 0.7858359813690186]",0.3874851167201996
43,1725343118.9013817,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007577079813927412, -1.0471700429916382, -4.203620119369589e-05, -2.094369888305664, 0.0005725739756599069, 2.6183300018310547, 0.7858350276947021]",0.3874850571155548
44,1725343118.9246588,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007638109964318573, -1.0471700429916382, -4.4941698433831334e-05, -2.094369888305664, 0.0005736200255341828, 2.618340015411377, 0.785834014415741]",0.38748496770858765
45,1725343118.9480073,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007638109964318573, -1.0471800565719604, -4.131219975533895e-05, -2.094360113143921, 0.0005727899842895567, 2.618340015411377, 0.7858359813690186]",0.3874877989292145
46,1725343118.9713943,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007638119859620929, -1.0471700429916382, -3.744220157386735e-05, -2.094369888305664, 0.0005727899842895567, 2.618340015411377, 0.7858350276947021]",0.387485146522522
47,1725343118.9948137,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.00076214101864025, -1.0471700429916382, -4.2101000872207806e-05, -2.094360113143921, 0.0005727899842895567, 2.618340015411377, 0.7858390212059021]",0.3874876797199249
48,1725343119.0181491,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007654820219613612, -1.0471800565719604, -3.919189839507453e-05, -2.094360113143921, 0.0005721789784729481, 2.618340015411377, 0.7858380079269409]",0.38748785853385925
49,1725343119.0416274,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007642750279046595, -1.0471800565719604, -4.290420110919513e-05, -2.094369888305664, 0.0005738569889217615, 2.618340015411377, 0.7858369946479797]",0.3874851167201996
50,1725343119.0651317,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007662019925191998, -1.0471700429916382, -3.941489921999164e-05, -2.094360113143921, 0.0005721839843317866, 2.618340015411377, 0.7858380079269409]",0.3874877393245697
51,1725343119.0885882,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007631800253875554, -1.0471700429916382, -4.132240064791404e-05, -2.094360113143921, 0.0005727899842895567, 2.618340015411377, 0.7858369946479797]",0.3874877095222473
52,1725343119.112086,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000768677971791476, -1.0471700429916382, -4.132240064791404e-05, -2.094369888305664, 0.0005738550098612905, 2.618340015411377, 0.7858380079269409]",0.3874850571155548
53,1725343119.1354892,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007670079939998686, -1.0471700429916382, -3.9652000850765035e-05, -2.094360113143921, 0.0005764460074715316, 2.618340015411377, 0.7858380079269409]",0.38748782873153687
54,1725343119.15938,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007670079939998686, -1.0471800565719604, -4.423020072863437e-05, -2.094360113143921, 0.0005721789784729481, 2.618340015411377, 0.7858380079269409]",0.38748764991760254
55,1725343119.1830907,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000769164995290339, -1.0471800565719604, -4.129189983359538e-05, -2.094369888305664, 0.0005735019803978503, 2.618340015411377, 0.785834014415741]",0.38748520612716675
56,1725343119.2066038,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007670079939998686, -1.0471700429916382, -3.964910138165578e-05, -2.094369888305664, 0.0005721789784729481, 2.618340015411377, 0.785834014415741]",0.387485146522522
57,1725343119.2299745,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007689269841648638, -1.0471700429916382, -4.0862298192223534e-05, -2.094369888305664, 0.0005721789784729481, 2.618340015411377, 0.7858390212059021]",0.387485146522522
58,1725343119.253333,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007701949798502028, -1.0471700429916382, -3.910099985660054e-05, -2.094369888305664, 0.0005727899842895567, 2.618340015411377, 0.7858369946479797]",0.38748517632484436
59,1725343119.276819,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000768453988712281, -1.0471700429916382, -3.9164300687843934e-05, -2.094360113143921, 0.000575985002797097, 2.618340015411377, 0.7858359813690186]",0.3874877393245697
60,1725343119.3001833,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007702030125074089, -1.0471700429916382, -4.2965599277522415e-05, -2.094369888305664, 0.0005727899842895567, 2.618340015411377, 0.7858350276947021]",0.3874850273132324
61,1725343119.3237085,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007718739798292518, -1.0471800565719604, -3.895520057994872e-05, -2.094369888305664, 0.0005735019803978503, 2.618340015411377, 0.7858399748802185]",0.38748523592948914
62,1725343119.3472404,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007665840093977749, -1.0471700429916382, -4.2756098991958424e-05, -2.094369888305664, 0.0005735019803978503, 2.618340015411377, 0.7858359813690186]",0.3874850571155548
63,1725343119.3707018,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007718739798292518, -1.0471800565719604, -4.0608199924463406e-05, -2.094369888305664, 0.0005727899842895567, 2.618340015411377, 0.7858369946479797]",0.387485146522522
64,1725343119.3942034,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007702820003032684, -1.0471800565719604, -4.128639920963906e-05, -2.094369888305664, 0.0005727940006181598, 2.618340015411377, 0.7858380079269409]",0.38748517632484436
65,1725343119.4177282,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000773161998949945, -1.0471700429916382, -3.9112699596444145e-05, -2.094369888305664, 0.0005721800262108445, 2.618340015411377, 0.7858369946479797]",0.38748517632484436
66,1725343119.4410274,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000772609026171267, -1.0471700429916382, -4.2009898606920615e-05, -2.094369888305664, 0.0005722980131395161, 2.618340015411377, 0.785834014415741]",0.3874850571155548
67,1725343119.4644408,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007733730017207563, -1.0471800565719604, -3.918899892596528e-05, -2.094369888305664, 0.0005753749865107238, 2.618340015411377, 0.7858369946479797]",0.38748520612716675
68,1725343119.4877486,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007733990205451846, -1.0471700429916382, -4.299269858165644e-05, -2.094369888305664, 0.000575497979298234, 2.618340015411377, 0.7858390212059021]",0.38748499751091003
69,1725343119.5112286,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007750699878670275, -1.0471700429916382, -4.0520098991692066e-05, -2.094369888305664, 0.0005732449935749173, 2.618340015411377, 0.7858380079269409]",0.3874851167201996
70,1725343119.5345843,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007717289845459163, -1.0471700429916382, -4.2016301449621096e-05, -2.094360113143921, 0.0005736200255341828, 2.618340015411377, 0.7858369946479797]",0.3874877691268921
71,1725343119.557999,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007697800174355507, -1.0471700429916382, -3.68112996511627e-05, -2.094369888305664, 0.0005735150189138949, 2.618340015411377, 0.785834014415741]",0.38748523592948914
72,1725343119.5814798,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007698590052314103, -1.0471700429916382, -4.2282699723728e-05, -2.094360113143921, 0.0005727899842895567, 2.618340015411377, 0.7858380079269409]",0.3874876797199249
73,1725343119.6050334,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007760439766570926, -1.0471700429916382, -3.7483401683857664e-05, -2.094369888305664, 0.0005729079712182283, 2.618340015411377, 0.7858380079269409]",0.3874851167201996
74,1725343119.628733,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007761309971101582, -1.0471700429916382, -4.061650179210119e-05, -2.094369888305664, 0.0005732449935749173, 2.618340015411377, 0.7858359813690186]",0.3874850571155548
75,1725343119.6522431,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007742149755358696, -1.0471700429916382, -4.492999869398773e-05, -2.094369888305664, 0.0005725399823859334, 2.6183300018310547, 0.7858380079269409]",0.3874850273132324
76,1725343119.6754978,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007763580069877207, -1.0471700429916382, -4.132240064791404e-05, -2.094369888305664, 0.0005746249807998538, 2.618340015411377, 0.785834014415741]",0.3874851167201996
77,1725343119.6987832,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007749160286039114, -1.0471700429916382, -4.129610169911757e-05, -2.094369888305664, 0.0005759900086559355, 2.618340015411377, 0.7858369946479797]",0.3874851167201996
78,1725343119.7222416,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007749249925836921, -1.0471700429916382, -3.891520100296475e-05, -2.094369888305664, 0.000571687996853143, 2.6183300018310547, 0.7858380079269409]",0.3874851167201996
79,1725343119.7459536,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007765950285829604, -1.0471700429916382, -4.2755698814289644e-05, -2.094369888305664, 0.0005729079712182283, 2.618340015411377, 0.7858380079269409]",0.3874850571155548
80,1725343119.7693415,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007782659959048033, -1.0471700429916382, -4.1243398300139233e-05, -2.094369888305664, 0.0005747650284320116, 2.618340015411377, 0.7858380079269409]",0.3874850869178772
81,1725343119.7928367,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007765950285829604, -1.0471700429916382, -3.870510045089759e-05, -2.094369888305664, 0.0005751199787482619, 2.618340015411377, 0.7858380079269409]",0.38748520612716675
82,1725343119.8163652,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000773685984313488, -1.0471700429916382, -4.03751982958056e-05, -2.094369888305664, 0.00057218101574108, 2.618340015411377, 0.7858380079269409]",0.38748517632484436
83,1725343119.8391428,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000776603992562741, -1.0471700429916382, -3.89417982660234e-05, -2.094369888305664, 0.0005759859923273325, 2.618340015411377, 0.7858369946479797]",0.3874851167201996
84,1725343119.8618877,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007729849894531071, -1.0471700429916382, -4.129599983571097e-05, -2.094369888305664, 0.0005728289834223688, 2.618340015411377, 0.785834014415741]",0.3874850869178772
85,1725343119.884618,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007760539883747697, -1.0471700429916382, -4.2756098991958424e-05, -2.094360113143921, 0.0005748419789597392, 2.618340015411377, 0.7858380079269409]",0.3874876797199249
86,1725343119.9073977,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007796859717927873, -1.0471800565719604, -4.132129834033549e-05, -2.094360113143921, 0.0005738569889217615, 2.618340015411377, 0.7858390212059021]",0.3874877989292145
87,1725343119.9301429,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007793279946781695, -1.0471700429916382, -4.078049823874608e-05, -2.094369888305664, 0.0005727920215576887, 2.618340015411377, 0.7858369946479797]",0.38748517632484436
88,1725343119.9528317,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007797909784130752, -1.0471700429916382, -4.299280044506304e-05, -2.094369888305664, 0.0005770649877376854, 2.618340015411377, 0.7858369946479797]",0.38748517632484436
89,1725343119.9756136,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007797909784130752, -1.0471700429916382, -4.2098101403098553e-05, -2.094369888305664, 0.0005764589877799153, 2.618340015411377, 0.7858359813690186]",0.3874850869178772
90,1725343119.998305,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007781200110912323, -1.0471700429916382, -4.132240064791404e-05, -2.094369888305664, 0.000578376988414675, 2.618340015411377, 0.7858390212059021]",0.38748517632484436
91,1725343120.0210183,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007831319817341864, -1.0471700429916382, -4.2963598389178514e-05, -2.094369888305664, 0.0005725519731640816, 2.618340015411377, 0.7858359813690186]",0.3874850571155548
92,1725343120.0438197,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007797909784130752, -1.0471700429916382, -3.919149821740575e-05, -2.094369888305664, 0.000573257973883301, 2.618340015411377, 0.7858380079269409]",0.38748517632484436
93,1725343120.0666552,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007797909784130752, -1.0471700429916382, -3.885000114678405e-05, -2.094369888305664, 0.0005731619894504547, 2.618340015411377, 0.7858369946479797]",0.3874852657318115
94,1725343120.0893095,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007781200110912323, -1.0471800565719604, -3.68112996511627e-05, -2.094360113143921, 0.0005717049934901297, 2.6183300018310547, 0.7858369946479797]",0.38748785853385925
95,1725343120.112112,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007814610144123435, -1.0471700429916382, -4.0782400901662186e-05, -2.094360113143921, 0.0005761979846283793, 2.618340015411377, 0.7858380079269409]",0.3874877393245697
96,1725343120.1348536,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007798700244165957, -1.0471700429916382, -4.132140020374209e-05, -2.094369888305664, 0.0005735019803978503, 2.618340015411377, 0.7858350276947021]",0.387485146522522
97,1725343120.157623,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007815670105628669, -1.0471700429916382, -4.299249849282205e-05, -2.094360113143921, 0.0005737239844165742, 2.618340015411377, 0.7858359813690186]",0.3874876797199249
98,1725343120.1811433,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007828809903003275, -1.0471700429916382, -3.910420127795078e-05, -2.094369888305664, 0.0005733640282414854, 2.618340015411377, 0.7858369946479797]",0.38748517632484436
99,1725343120.2045689,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007799090235494077, -1.0471800565719604, -3.887610000674613e-05, -2.094360113143921, 0.0005716130253858864, 2.618340015411377, 0.7858390212059021]",0.38748785853385925
100,1725343120.2277832,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007807729998603463, -1.0471800565719604, -4.1005798266269267e-05, -2.094360113143921, 0.0005730289849452674, 2.618340015411377, 0.7858369946479797]",0.3874877691268921
101,1725343120.2512417,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007806060020811856, -1.0471700429916382, -4.291300137992948e-05, -2.094369888305664, 0.000574340985622257, 2.618340015411377, 0.785834014415741]",0.3874850571155548
102,1725343120.2745218,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007793669938109815, -1.0471700429916382, -3.938860027119517e-05, -2.094360113143921, 0.0005763809895142913, 2.618340015411377, 0.7858390212059021]",0.3874877393245697
103,1725343120.2980275,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0007863279897719622, -1.0471700429916382, -4.037440157844685e-05, -2.094369888305664, 0.0005748040275648236, 2.618340015411377, 0.7858369946479797]",0.3874850869178772
