time_step,time,target_vel,intensity,current_joint,min_distance
32,1725343251.8913214,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008213359978981316, -1.0471099615097046, 1.2427600267983507e-05, -2.099260091781616, 0.0005488210008479655, 2.618340015411377, 0.7858219742774963]",0.386187344789505
33,1725343251.915904,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008232700056396425, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005488210008479655, 2.618340015411377, 0.7858189940452576]",0.38618728518486023
34,1725343251.9403882,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008259660098701715, -1.0471099615097046, 8.13983024272602e-06, -2.099260091781616, 0.000549532996956259, 2.618340015411377, 0.7858189940452576]",0.38618722558021545
35,1725343251.9649324,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008278730092570186, -1.0471099615097046, 1.4821600416325964e-05, -2.099260091781616, 0.0005488339811563492, 2.618340015411377, 0.7858179807662964]",0.38618749380111694
36,1725343251.9894521,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008245320059359074, -1.0471099615097046, 1.4847900274617132e-05, -2.099260091781616, 0.000549532996956259, 2.618340015411377, 0.7858200073242188]",0.3861874043941498
37,1725343252.013849,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000825587019789964, -1.0471099615097046, 1.531670022814069e-05, -2.099260091781616, 0.000548821990378201, 2.618340015411377, 0.7858200073242188]",0.38618746399879456
38,1725343252.0380158,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008310690172947943, -1.0471099615097046, 8.13983024272602e-06, -2.099260091781616, 0.0005498860264196992, 2.618340015411377, 0.7858179807662964]",0.38618722558021545
39,1725343252.062374,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008260569884441793, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005498860264196992, 2.618340015411377, 0.7858189940452576]",0.38618722558021545
40,1725343252.086896,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008267940138466656, -1.0471099615097046, 9.810320079850499e-06, -2.099260091781616, 0.0005482109845615923, 2.618340015411377, 0.7858200073242188]",0.38618719577789307
41,1725343252.111463,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008269890095107257, -1.0471099615097046, 1.4124399967840873e-05, -2.099260091781616, 0.0005488339811563492, 2.618340015411377, 0.7858219742774963]",0.3861873745918274
42,1725343252.1361365,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008309240220114589, -1.0471099615097046, 8.221670213970356e-06, -2.099260091781616, 0.0005514069925993681, 2.618340015411377, 0.7858210206031799]",0.38618722558021545
43,1725343252.160594,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008309240220114589, -1.0471099615097046, 8.13983024272602e-06, -2.0992701053619385, 0.0005514210206456482, 2.618340015411377, 0.7858179807662964]",0.3861846327781677
44,1725343252.1852574,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008325970266014338, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005507959867827594, 2.618350028991699, 0.7858210206031799]",0.3861873149871826
45,1725343252.2097275,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008309240220114589, -1.0471199750900269, 9.889179636957124e-06, -2.099260091781616, 0.0005477580125443637, 2.618340015411377, 0.7858189940452576]",0.386187344789505
46,1725343252.2342696,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008373809978365898, -1.0471099615097046, 1.1480699868116062e-05, -2.099260091781616, 0.0005509540205821395, 2.618340015411377, 0.78581702709198]",0.38618728518486023
47,1725343252.2589085,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000835790007840842, -1.0471099615097046, 9.350180334877223e-06, -2.099260091781616, 0.0005482109845615923, 2.618350028991699, 0.7858160138130188]",0.386187344789505
48,1725343252.2833374,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008341189823113382, -1.0471199750900269, 9.810270057641901e-06, -2.099260091781616, 0.0005520179984159768, 2.618340015411377, 0.7858229875564575]",0.3861873149871826
49,1725343252.307665,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008374599856324494, -1.0471099615097046, 1.1480699868116062e-05, -2.099260091781616, 0.000549276010133326, 2.618340015411377, 0.7858200073242188]",0.38618728518486023
50,1725343252.3317747,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008374630124308169, -1.0471099615097046, 1.315119970968226e-05, -2.099260091781616, 0.000549276010133326, 2.618340015411377, 0.7858179807662964]",0.38618743419647217
51,1725343252.356101,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008374599856324494, -1.0471099615097046, 1.0047099749499466e-05, -2.099260091781616, 0.0005495729856193066, 2.618340015411377, 0.7858229875564575]",0.38618722558021545
52,1725343252.3807788,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008350940188392997, -1.0471099615097046, 8.13984024716774e-06, -2.099260091781616, 0.0005498860264196992, 2.618340015411377, 0.7858240008354187]",0.38618722558021545
53,1725343252.4051108,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008368549752049148, -1.0471199750900269, 9.810590199776925e-06, -2.099260091781616, 0.0005519050173461437, 2.618340015411377, 0.7858189940452576]",0.3861873149871826
54,1725343252.4293041,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008373149903491139, -1.0471099615097046, 1.1480699868116062e-05, -2.099260091781616, 0.0005479690153151751, 2.618340015411377, 0.7858229875564575]",0.3861873149871826
55,1725343252.4535084,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008356450125575066, -1.0471099615097046, 1.0511000255064573e-05, -2.099260091781616, 0.0005479559767991304, 2.618340015411377, 0.7858179807662964]",0.38618728518486023
56,1725343252.4781647,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008356450125575066, -1.0471099615097046, 8.148619599523954e-06, -2.099260091781616, 0.0005482109845615923, 2.618340015411377, 0.7858210206031799]",0.38618719577789307
57,1725343252.5024977,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008373159798793495, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005498999962583184, 2.618340015411377, 0.7858229875564575]",0.38618728518486023
58,1725343252.5267851,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008380559738725424, -1.0471199750900269, 9.810380106500816e-06, -2.099260091781616, 0.0005499389953911304, 2.618340015411377, 0.7858179807662964]",0.3861873745918274
59,1725343252.5510118,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008405100088566542, -1.0471099615097046, 1.0046999705082271e-05, -2.099260091781616, 0.0005498949903994799, 2.618340015411377, 0.7858219742774963]",0.38618725538253784
60,1725343252.5752528,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008421799866482615, -1.0471099615097046, 8.13984024716774e-06, -2.099260091781616, 0.0005477599916048348, 2.618340015411377, 0.7858200073242188]",0.38618722558021545
61,1725343252.5995026,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008405109983868897, -1.0471199750900269, 9.810270057641901e-06, -2.0992701053619385, 0.0005506050074473023, 2.618340015411377, 0.7858240008354187]",0.3861847221851349
62,1725343252.6234183,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008405109983868897, -1.0471199750900269, 1.1480699868116062e-05, -2.099260091781616, 0.0005504119908437133, 2.618350028991699, 0.7858219742774963]",0.3861874043941498
63,1725343252.6475942,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008405109983868897, -1.0471099615097046, 1.1481700312288012e-05, -2.0992701053619385, 0.000548941025044769, 2.618350028991699, 0.7858240008354187]",0.3861848711967468
64,1725343252.6717308,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008416849886998534, -1.0471199750900269, 8.139870260492899e-06, -2.0992701053619385, 0.000549794000107795, 2.618340015411377, 0.7858240008354187]",0.3861847221851349
65,1725343252.6958935,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000839113024994731, -1.0471099615097046, 8.13983024272602e-06, -2.099260091781616, 0.0005514220101758838, 2.618340015411377, 0.7858210206031799]",0.38618722558021545
66,1725343252.720187,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008398939971812069, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005483729764819145, 2.618340015411377, 0.7858240008354187]",0.38618722558021545
67,1725343252.7443361,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000839376007206738, -1.0471199750900269, 8.218849870900158e-06, -2.099260091781616, 0.0005487240268848836, 2.618340015411377, 0.7858210206031799]",0.386187344789505
68,1725343252.7684095,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008437070064246655, -1.0471099615097046, 1.1480699868116062e-05, -2.099260091781616, 0.0005523349973373115, 2.618340015411377, 0.7858189940452576]",0.38618728518486023
69,1725343252.7926154,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008420359808951616, -1.0471099615097046, 1.1480699868116062e-05, -2.099260091781616, 0.0005543209845200181, 2.618340015411377, 0.7858189940452576]",0.386187344789505
70,1725343252.8167882,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008439429802820086, -1.0471199750900269, 1.1480699868116062e-05, -2.099260091781616, 0.0005482520209625363, 2.618340015411377, 0.7858250141143799]",0.386187344789505
71,1725343252.840926,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000845692993607372, -1.0471199750900269, 1.1480699868116062e-05, -2.099260091781616, 0.0005520170088857412, 2.618340015411377, 0.7858219742774963]",0.38618746399879456
72,1725343252.8643532,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008447690051980317, -1.0471099615097046, 6.193909939611331e-06, -2.099260091781616, 0.0005500229890458286, 2.618340015411377, 0.7858240008354187]",0.38618719577789307
73,1725343252.8879542,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008500589756295085, -1.0471099615097046, 9.810270057641901e-06, -2.0992701053619385, 0.0005469470052048564, 2.618340015411377, 0.7858219742774963]",0.3861847221851349
74,1725343252.9115567,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008452319889329374, -1.0471099615097046, 1.1484599781397264e-05, -2.099260091781616, 0.0005488289752975106, 2.618340015411377, 0.7858200073242188]",0.386187344789505
75,1725343252.9350934,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008432830218225718, -1.0471099615097046, 9.81936955213314e-06, -2.099260091781616, 0.0005504009895958006, 2.618340015411377, 0.7858210206031799]",0.38618719577789307
76,1725343252.9585254,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008469030144624412, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005492970230989158, 2.618340015411377, 0.7858219742774963]",0.38618725538253784
77,1725343252.981959,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000845241011120379, -1.0471099615097046, 8.37655989016639e-06, -2.099260091781616, 0.0005477740196511149, 2.618340015411377, 0.7858240008354187]",0.38618725538253784
78,1725343253.0055518,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008488100138492882, -1.0471199750900269, 1.1489500138850417e-05, -2.099260091781616, 0.000552034005522728, 2.618340015411377, 0.7858250141143799]",0.3861874043941498
79,1725343253.0290365,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008498249808326364, -1.0471099615097046, 1.1481200090202037e-05, -2.099260091781616, 0.0005519380210898817, 2.618350028991699, 0.7858219742774963]",0.3861873149871826
80,1725343253.0525746,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008515319786965847, -1.0471099615097046, 1.3612199836643413e-05, -2.099260091781616, 0.0005511679919436574, 2.618350028991699, 0.7858229875564575]",0.38618746399879456
81,1725343253.0759132,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008517680107615888, -1.0471099615097046, 1.1480799912533257e-05, -2.0992701053619385, 0.0005481200059875846, 2.618340015411377, 0.7858210206031799]",0.3861847221851349
82,1725343253.0993018,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008517690002918243, -1.0471099615097046, 1.1559600352484267e-05, -2.099260091781616, 0.0005492219934239984, 2.618340015411377, 0.7858229875564575]",0.386187344789505
83,1725343253.1227353,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008516900124959648, -1.0471099615097046, 8.14278973848559e-06, -2.099260091781616, 0.0005531000206246972, 2.618340015411377, 0.7858229875564575]",0.38618722558021545
84,1725343253.1463935,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008500979747623205, -1.0471099615097046, 1.2190899724373594e-05, -2.099260091781616, 0.0005504179862327874, 2.618340015411377, 0.7858250141143799]",0.3861873149871826
85,1725343253.1698956,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008517690002918243, -1.0471099615097046, 9.810380106500816e-06, -2.099260091781616, 0.0005528460023924708, 2.618340015411377, 0.7858250141143799]",0.3861873149871826
86,1725343253.193409,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008500979747623205, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005514639778994024, 2.618340015411377, 0.7858250141143799]",0.38618728518486023
87,1725343253.216842,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008500979747623205, -1.0471099615097046, 1.1942100172745995e-05, -2.0992701053619385, 0.0005512890056706965, 2.618340015411377, 0.7858219742774963]",0.38618478178977966
88,1725343253.240195,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008532939828000963, -1.0471199750900269, 1.1752499631256796e-05, -2.099260091781616, 0.0005512060015462339, 2.618340015411377, 0.7858210206031799]",0.3861874043941498
89,1725343253.263809,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008549640187993646, -1.0471099615097046, 1.315119970968226e-05, -2.099260091781616, 0.0005491459742188454, 2.618340015411377, 0.7858240008354187]",0.38618746399879456
90,1725343253.2871964,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008549650083296001, -1.0471099615097046, 1.3611200301966164e-05, -2.099260091781616, 0.0005519380210898817, 2.618340015411377, 0.7858219742774963]",0.3861874043941498
91,1725343253.310906,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008532939828000963, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005531429778784513, 2.618340015411377, 0.7858219742774963]",0.386187344789505
92,1725343253.3342988,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008532939828000963, -1.0471099615097046, 1.1480699868116062e-05, -2.099260091781616, 0.0005520349950529635, 2.618340015411377, 0.7858229875564575]",0.38618728518486023
93,1725343253.358041,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008566349861212075, -1.0471099615097046, 8.37655989016639e-06, -2.0992701053619385, 0.0005543089937418699, 2.618340015411377, 0.7858219742774963]",0.38618460297584534
94,1725343253.381655,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000854993995744735, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005516430246643722, 2.618340015411377, 0.7858219742774963]",0.38618728518486023
95,1725343253.4052343,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008564500021748245, -1.0471099615097046, 8.169059583451599e-06, -2.099260091781616, 0.0005519390106201172, 2.618340015411377, 0.7858250141143799]",0.38618722558021545
96,1725343253.4286032,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008580730063840747, -1.0471099615097046, 1.4124299923423678e-05, -2.099260091781616, 0.0005496509838849306, 2.618340015411377, 0.7858229875564575]",0.38618746399879456
97,1725343253.4520252,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008598309941589832, -1.0471099615097046, 8.13984024716774e-06, -2.099260091781616, 0.0005509720067493618, 2.618340015411377, 0.7858250141143799]",0.38618728518486023
98,1725343253.4754772,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008574490202590823, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005519390106201172, 2.618340015411377, 0.7858210206031799]",0.38618722558021545
99,1725343253.4988823,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000856489990837872, -1.0471099615097046, 1.3151099665265065e-05, -2.099260091781616, 0.0005521940183825791, 2.618340015411377, 0.7858210206031799]",0.3861873745918274
100,1725343253.5227573,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.000856489990837872, -1.0471199750900269, 1.685049937805161e-05, -2.099260091781616, 0.0005497690290212631, 2.618340015411377, 0.7858240008354187]",0.3861876428127289
101,1725343253.5462341,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008548200130462646, -1.0471099615097046, 1.0529400242376141e-05, -2.099260091781616, 0.00055300397798419, 2.618340015411377, 0.7858219742774963]",0.386187344789505
102,1725343253.569628,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008548190235160291, -1.0471099615097046, 9.810270057641901e-06, -2.099260091781616, 0.0005539699923247099, 2.618340015411377, 0.7858250141143799]",0.386187344789505
103,1725343253.593254,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0008589500212110579, -1.0471199750900269, 1.1480699868116062e-05, -2.0992701053619385, 0.0005516770179383457, 2.618340015411377, 0.7858240008354187]",0.38618478178977966
