time_step,time,target_vel,intensity,current_joint,min_distance
20,1725341843.2957056,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012223400408402085, -1.047160029411316, 3.563799964467762e-06, -2.0992701053619385, 0.00035346299409866333, 2.6183199882507324, 0.785260021686554]",0.3861849009990692
21,1725341843.3196664,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012187199899926782, -1.0471400022506714, 2.2288999446118396e-07, -2.0992701053619385, 0.00035378101165406406, 2.61830997467041, 0.7852619886398315]",0.3861847519874573
22,1725341843.3436706,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012134299613535404, -1.0470800399780273, 2.2288999446118396e-07, -2.0992801189422607, 0.000353476993041113, 2.6183199882507324, 0.7852619886398315]",0.38618192076683044
23,1725341843.367815,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012203899677842855, -1.046970009803772, 3.563759946700884e-06, -2.099260091781616, 0.00035285300691612065, 2.6183199882507324, 0.7852619886398315]",0.3861871063709259
24,1725341843.3918798,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012234699679538608, -1.0468100309371948, 8.428570254181977e-06, -2.0992701053619385, 0.00035320798633620143, 2.6183199882507324, 0.7852650284767151]",0.3861842155456543
25,1725341843.4160125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012235799804329872, -1.0466099977493286, -4.249980065651471e-06, -2.099260091781616, 0.0003543900093063712, 2.6183199882507324, 0.7852619886398315]",0.38618603348731995
26,1725341843.4401648,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.00122871994972229, -1.046239972114563, -3.3963899568334455e-06, -2.0992400646209717, 0.000356167001882568, 2.6183199882507324, 0.7852619886398315]",0.3861907124519348
27,1725341843.4644327,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012267699930816889, -1.045699954032898, 1.8932099692392512e-06, -2.099210023880005, 0.0003528140077833086, 2.6183300018310547, 0.7852640151977539]",0.38619765639305115
28,1725341843.4887037,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012198099866509438, -1.044950008392334, 9.632130058889743e-06, -2.0991899967193604, 0.00035328499507158995, 2.6183300018310547, 0.7852630019187927]",0.38620153069496155
29,1725341843.5128171,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012250200379639864, -1.0440599918365479, 3.1001300158095546e-06, -2.0991899967193604, 0.0003538810124155134, 2.6183300018310547, 0.7852650284767151]",0.3861994743347168
30,1725341843.537202,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012251100270077586, -1.042829990386963, -1.6842700460983906e-06, -2.099179983139038, 0.0003543900093063712, 2.6183300018310547, 0.7852650284767151]",0.38619932532310486
31,1725341843.5613196,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012251100270077586, -1.0414600372314453, -5.227829902310077e-08, -2.099179983139038, 0.0003534260031301528, 2.6183300018310547, 0.7852650284767151]",0.3861963152885437
32,1725341843.5854905,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012251100270077586, -1.0398999452590942, 1.8933300225398852e-06, -2.0991899967193604, 0.0003546870138961822, 2.6183300018310547, 0.7852609753608704]",0.3861900866031647
33,1725341843.6097665,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012234400492161512, -1.0381699800491333, 1.8934299532702425e-06, -2.0991899967193604, 0.0003531689872033894, 2.6183300018310547, 0.7852619886398315]",0.38618627190589905
34,1725341843.634,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012304000556468964, -1.036120057106018, -1.447549948352389e-06, -2.0992000102996826, 0.0003540749894455075, 2.6183300018310547, 0.7852650284767151]",0.3861788213253021
35,1725341843.658061,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012234599562361836, -1.0339800119400024, -5.806240096717374e-06, -2.0992400646209717, 0.0003522209881339222, 2.6183300018310547, 0.7852669954299927]",0.38616302609443665
36,1725341843.6824157,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012236899929121137, -1.0316100120544434, 1.8932099692392512e-06, -2.0992000102996826, 0.00035286598722450435, 2.6183300018310547, 0.7852659821510315]",0.38616833090782166
37,1725341843.706748,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012234400492161512, -1.0291600227355957, 1.8933300225398852e-06, -2.099220037460327, 0.0003521020116750151, 2.6183300018310547, 0.7852650284767151]",0.3861570656299591
38,1725341843.7310596,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012214899761602283, -1.0265599489212036, -1.447549948352389e-06, -2.0992000102996826, 0.0003538790042512119, 2.6183300018310547, 0.7852609753608704]",0.38615599274635315
39,1725341843.7552652,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012251100270077586, -1.0237599611282349, -7.565320174762746e-06, -2.0992000102996826, 0.00035714698606170714, 2.6183199882507324, 0.785260021686554]",0.3861488103866577
40,1725341843.7797565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012234400492161512, -1.020859956741333, -5.100940256852482e-07, -2.0991499423980713, 0.0003548050008248538, 2.6183300018310547, 0.785260021686554]",0.3861551284790039
41,1725341843.8038228,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012236699694767594, -1.01774001121521, 3.554949898898485e-06, -2.099139928817749, 0.00035768700763583183, 2.6183300018310547, 0.7852650284767151]",0.38614991307258606
42,1725341843.8281553,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012214899761602283, -1.014739990234375, -1.447549948352389e-06, -2.099169969558716, 0.0003528200031723827, 2.6183300018310547, 0.7852619886398315]",0.38613393902778625
43,1725341843.8524196,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012145299697294831, -1.0115400552749634, -8.262580195150804e-06, -2.099179983139038, 0.00035210599889978766, 2.6183300018310547, 0.7852619886398315]",0.3861224055290222
44,1725341843.8765569,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012111100368201733, -1.0080499649047852, -8.262620212917682e-06, -2.0991899967193604, 0.000351610011421144, 2.6183300018310547, 0.7852650284767151]",0.3861103355884552
45,1725341843.9006925,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012043799506500363, -1.0041899681091309, -4.29164992965525e-06, -2.0991899967193604, 0.0003509109956212342, 2.6183300018310547, 0.785260021686554]",0.3860996961593628
46,1725341843.924789,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.00120338995475322, -1.000540018081665, -3.815130185103044e-06, -2.0992000102996826, 0.0003564810031093657, 2.6183300018310547, 0.7852619886398315]",0.3860867917537689
47,1725341843.949008,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0011958900140598416, -0.996982991695404, -7.990820449776947e-06, -2.099210023880005, 0.000351530994521454, 2.6183300018310547, 0.7852609753608704]",0.38607385754585266
48,1725341843.973086,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012149499962106347, -0.9935100078582764, -5.395279913500417e-06, -2.0992300510406494, 0.00035130500327795744, 2.6183300018310547, 0.785260021686554]",0.38605841994285583
49,1725341843.9974208,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012286100536584854, -0.9901610016822815, -1.94412996279425e-06, -2.0992300510406494, 0.0003506799985188991, 2.6183300018310547, 0.7852640151977539]",0.38604867458343506
50,1725341844.021872,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012214899761602283, -0.9870659708976746, -3.475299990896019e-06, -2.099299907684326, 0.0003518640005495399, 2.6183300018310547, 0.7852650284767151]",0.38602057099342346
51,1725341844.046167,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012145299697294831, -0.9836530089378357, -7.990450285433326e-06, -2.099479913711548, 0.0003512359980959445, 2.6183300018310547, 0.7852640151977539]",0.38596203923225403
52,1725341844.070289,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012234400492161512, -0.9806129932403564, -1.5629899507985101e-06, -2.0996999740600586, 0.00035251601366326213, 2.6183300018310547, 0.7852619886398315]",0.3858940303325653
53,1725341844.0946214,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012369300238788128, -0.9777839779853821, 1.0263400326948613e-05, -2.099940061569214, 0.00034823600435629487, 2.6183300018310547, 0.7852619886398315]",0.38582146167755127
54,1725341844.1189475,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0012621600180864334, -0.9752159714698792, 8.28456995805027e-06, -2.1001698970794678, 0.00035016899346373975, 2.6183300018310547, 0.7852659821510315]",0.38575178384780884
55,1725341844.1431715,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0013464400544762611, -0.9731220006942749, -1.0238200047751889e-05, -2.100339889526367, 0.000352094997651875, 2.6183300018310547, 0.7852640151977539]",0.385699063539505
56,1725341844.1673892,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.001511650043539703, -0.9711629748344421, -9.78797015704913e-06, -2.100369930267334, 0.0003499480080790818, 2.6183300018310547, 0.7852640151977539]",0.3856848180294037
57,1725341844.1915987,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0016554399626329541, -0.9694030284881592, 1.2047799827996641e-05, -2.1003799438476562, 0.00034656201023608446, 2.6183300018310547, 0.7852630019187927]",0.3856770694255829
58,1725341844.2158542,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0017301200423389673, -0.9678069949150085, 2.6501400498091243e-05, -2.1003899574279785, 0.00034884701017290354, 2.6183300018310547, 0.7852619886398315]",0.3856695294380188
59,1725341844.239965,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0017721799667924643, -0.9664890170097351, 1.5491699741687626e-05, -2.1003899574279785, 0.00035587098682299256, 2.6183300018310547, 0.7852640151977539]",0.3856649696826935
60,1725341844.2641616,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.00185287999920547, -0.9652720093727112, 7.197140234893595e-07, -2.1003599166870117, 0.0003507790097501129, 2.6183300018310547, 0.7852619886398315]",0.38566854596138
61,1725341844.2885172,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.002004350069910288, -0.9640719890594482, 6.523549927806016e-06, -2.1003599166870117, 0.00035277099232189357, 2.6183300018310547, 0.7852650284767151]",0.3856649696826935
62,1725341844.3127046,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.002157180104404688, -0.9628499746322632, 1.6769899957580492e-05, -2.100339889526367, 0.00035147101152688265, 2.6183300018310547, 0.7852650284767151]",0.3856663405895233
63,1725341844.3369334,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0023094299249351025, -0.961592972278595, 2.315319943591021e-05, -2.1003100872039795, 0.0003526659857016057, 2.6183300018310547, 0.7852619886398315]",0.38567039370536804
64,1725341844.3612099,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.00250878999941051, -0.9600030183792114, 9.399829650647007e-06, -2.100250005722046, 0.0003514970012474805, 2.6183300018310547, 0.7852650284767151]",0.3856807053089142
65,1725341844.3854632,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.002750240033492446, -0.9582369923591614, 2.3900299765955424e-06, -2.100130081176758, 0.0003527289954945445, 2.6183300018310547, 0.7852609753608704]",0.38570675253868103
66,1725341844.4098113,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0029963399283587933, -0.9561579823493958, 1.528169923403766e-05, -2.099980115890503, 0.00035448800190351903, 2.6183300018310547, 0.785260021686554]",0.38574016094207764
67,1725341844.4340143,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003202080028131604, -0.9537720084190369, 2.315279925824143e-05, -2.0999300479888916, 0.0003525709907989949, 2.6183199882507324, 0.7852640151977539]",0.38574567437171936
68,1725341844.458296,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0033722699154168367, -0.9512079954147339, 1.620479997654911e-05, -2.099839925765991, 0.00035123899579048157, 2.6183199882507324, 0.7852609753608704]",0.38576072454452515
69,1725341844.4827883,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034454099368304014, -0.9483960270881653, 1.3006099834456109e-05, -2.0997400283813477, 0.0003510410024318844, 2.6183300018310547, 0.7852650284767151]",0.3857778012752533
70,1725341844.506985,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003457929939031601, -0.9452810287475586, 1.4676599676022306e-05, -2.099639892578125, 0.000350073998561129, 2.6183300018310547, 0.7852609753608704]",0.38579389452934265
71,1725341844.5311406,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034684399142861366, -0.9422540068626404, 1.6200399841181934e-05, -2.099560022354126, 0.00034888600930571556, 2.6183300018310547, 0.7852609753608704]",0.3858047425746918
72,1725341844.55537,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003469889983534813, -0.9388219714164734, 1.4452500181505457e-05, -2.099519968032837, 0.00035504100378602743, 2.6183300018310547, 0.7852650284767151]",0.38580331206321716
73,1725341844.5797591,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003478140104562044, -0.9353600144386292, 9.386790225107688e-06, -2.099519968032837, 0.0003482509928289801, 2.6183300018310547, 0.7852640151977539]",0.38579100370407104
74,1725341844.6041765,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034796700347214937, -0.9314169883728027, 1.6346899428754114e-05, -2.0995500087738037, 0.0003520490135997534, 2.6183199882507324, 0.7852650284767151]",0.3857690393924713
75,1725341844.6285033,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034707600716501474, -0.9272670149803162, 1.4948300304240547e-05, -2.0995800495147705, 0.00035003499942831695, 2.6183199882507324, 0.7852640151977539]",0.38574597239494324
76,1725341844.6529222,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034777200780808926, -0.9229519963264465, 9.465699804422911e-06, -2.099560022354126, 0.00035352198756299913, 2.6183300018310547, 0.7852630019187927]",0.3857356011867523
77,1725341844.6773655,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034834700636565685, -0.9185600280761719, 1.1800300399045227e-06, -2.0995800495147705, 0.00035302501055411994, 2.6183300018310547, 0.7852630019187927]",0.38571396470069885
78,1725341844.7016518,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034782099537551403, -0.914309024810791, 1.4181199730955996e-05, -2.0995700359344482, 0.00034906400833278894, 2.6183300018310547, 0.7852609753608704]",0.3857015073299408
79,1725341844.7260094,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034741999115794897, -0.9101619720458984, 1.3252600183477625e-05, -2.0995900630950928, 0.00034872698597609997, 2.6183300018310547, 0.7852619886398315]",0.3856806457042694
80,1725341844.750368,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003486060071736574, -0.9057130217552185, 7.716350410191808e-06, -2.0996201038360596, 0.00035409198608249426, 2.6183199882507324, 0.7852619886398315]",0.38565587997436523
81,1725341844.7746937,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034807699266821146, -0.9011009931564331, 2.92902996079647e-06, -2.0996499061584473, 0.0003511279937811196, 2.6183199882507324, 0.7852619886398315]",0.3856304883956909
82,1725341844.7991009,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034807699266821146, -0.896232008934021, 1.3006099834456109e-05, -2.099630117416382, 0.00034836799022741616, 2.6183199882507324, 0.7852619886398315]",0.38561785221099854
83,1725341844.8234737,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003488070098683238, -0.891759991645813, 1.1335599992889911e-05, -2.099639892578125, 0.0003525099891703576, 2.6183300018310547, 0.785260021686554]",0.3855983316898346
84,1725341844.8475525,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003485060064122081, -0.8873990178108215, 3.6262299545342103e-06, -2.0996499061584473, 0.0003524149942677468, 2.6183199882507324, 0.7852640151977539]",0.3855789005756378
85,1725341844.872084,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034819100983440876, -0.8830789923667908, 6.217299869604176e-06, -2.0996499061584473, 0.00035108000156469643, 2.6183199882507324, 0.7852619886398315]",0.3855627775192261
86,1725341844.8962102,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034856400452554226, -0.878354012966156, 1.3005699656787328e-05, -2.099679946899414, 0.0003495219862088561, 2.6183199882507324, 0.7852619886398315]",0.38553690910339355
87,1725341844.920613,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003497410099953413, -0.8734679818153381, 1.3006099834456109e-05, -2.099679946899414, 0.0003516630094964057, 2.6183199882507324, 0.7852619886398315]",0.3855183720588684
88,1725341844.9449375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034850200172513723, -0.8685849905014038, 1.4164299955155002e-06, -2.099639892578125, 0.00035251601366326213, 2.6183199882507324, 0.7852609753608704]",0.38551026582717896
89,1725341844.9692438,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003485210007056594, -0.8636029958724976, 2.850119926733896e-06, -2.099639892578125, 0.00035460101207718253, 2.6183199882507324, 0.7852650284767151]",0.3854915201663971
90,1725341844.9936657,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034924501087516546, -0.8588560223579407, 1.3002700143260881e-05, -2.0996599197387695, 0.0003520440077409148, 2.6183199882507324, 0.7852650284767151]",0.385468453168869
91,1725341845.0179653,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034835399128496647, -0.8540359735488892, 1.1335599992889911e-05, -2.0996999740600586, 0.0003466609923634678, 2.6183199882507324, 0.7852609753608704]",0.3854394853115082
92,1725341845.0421007,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003486189991235733, -0.8485559821128845, 5.809190042782575e-06, -2.0996999740600586, 0.00034739100374281406, 2.6183199882507324, 0.7852650284767151]",0.3854188024997711
93,1725341845.0666547,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003495610086247325, -0.8431450128555298, 7.690049642405938e-06, -2.099669933319092, 0.00035253699752502143, 2.6183199882507324, 0.7852609753608704]",0.3854067623615265
94,1725341845.0910265,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003494929987937212, -0.8379430174827576, 3.098580009464058e-06, -2.099679946899414, 0.00034769499325193465, 2.6183199882507324, 0.7852640151977539]",0.38538458943367004
95,1725341845.115456,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003492030082270503, -0.832647979259491, 7.255930086103035e-06, -2.099679946899414, 0.00034837398561649024, 2.6183199882507324, 0.7852650284767151]",0.38536524772644043
96,1725341845.139587,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003490359988063574, -0.8275449872016907, 7.716350410191808e-06, -2.0997400283813477, 0.0003482750034891069, 2.6183199882507324, 0.7852650284767151]",0.38533058762550354
97,1725341845.163823,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003492030082270503, -0.8219670057296753, 2.850159944500774e-06, -2.099760055541992, 0.00034798399428837, 2.6183199882507324, 0.7852650284767151]",0.38530483841896057
98,1725341845.1879342,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034936999436467886, -0.816100001335144, 3.089769961661659e-06, -2.0997300148010254, 0.0003499249869491905, 2.6183199882507324, 0.7852659821510315]",0.3852918744087219
99,1725341845.212322,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0034956499002873898, -0.8107849955558777, 9.374630280944984e-06, -2.09975004196167, 0.00034559701452963054, 2.6183199882507324, 0.7852640151977539]",0.3852680027484894
100,1725341845.2366028,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003492030082270503, -0.8056679964065552, 4.983910002920311e-06, -2.099760055541992, 0.00034572501317597926, 2.6183199882507324, 0.7852630019187927]",0.3852473199367523
101,1725341845.2608285,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003490359988063574, -0.8003330230712891, -2.439579930069158e-06, -2.0998198986053467, 0.00034774199593812227, 2.6183199882507324, 0.7852650284767151]",0.38521263003349304
102,1725341845.285021,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.003497319994494319, -0.7949550151824951, 6.887809831823688e-06, -2.099940061569214, 0.00034535699523985386, 2.6183199882507324, 0.7852650284767151]",0.3851625621318817
